================ Training Loss (Fri Feb 12 10:06:22 2021) ================
(epoch: 1, iters: 100, time: 0.649, data: 0.549) D_A: 0.352 G_A: 0.332 cycle_A: 2.870 idt_A: 0.826 D_B: 0.327 G_B: 0.244 cycle_B: 1.934 idt_B: 1.417 
(epoch: 1, iters: 200, time: 0.653, data: 0.002) D_A: 0.194 G_A: 0.377 cycle_A: 1.965 idt_A: 1.528 D_B: 0.193 G_B: 0.404 cycle_B: 3.777 idt_B: 0.921 
(epoch: 2, iters: 60, time: 0.668, data: 0.002) D_A: 0.255 G_A: 0.420 cycle_A: 5.217 idt_A: 1.227 D_B: 0.299 G_B: 0.281 cycle_B: 2.543 idt_B: 2.536 
(epoch: 2, iters: 160, time: 1.103, data: 0.002) D_A: 0.290 G_A: 0.659 cycle_A: 4.998 idt_A: 2.182 D_B: 0.215 G_B: 0.380 cycle_B: 4.315 idt_B: 2.559 
(epoch: 3, iters: 20, time: 0.668, data: 0.002) D_A: 0.260 G_A: 0.329 cycle_A: 1.698 idt_A: 1.014 D_B: 0.165 G_B: 0.257 cycle_B: 2.352 idt_B: 1.028 
(epoch: 3, iters: 120, time: 0.669, data: 0.002) D_A: 0.289 G_A: 0.188 cycle_A: 1.980 idt_A: 1.213 D_B: 0.181 G_B: 0.332 cycle_B: 2.349 idt_B: 0.919 
================ Training Loss (Fri Feb 12 10:13:54 2021) ================
================ Training Loss (Fri Feb 12 10:14:58 2021) ================
(epoch: 1, iters: 100, time: 0.671, data: 0.525) D_A: 0.369 G_A: 0.411 cycle_A: 2.429 idt_A: 1.066 D_B: 0.294 G_B: 0.250 cycle_B: 2.357 idt_B: 1.120 
(epoch: 1, iters: 200, time: 0.672, data: 0.003) D_A: 0.268 G_A: 0.313 cycle_A: 4.116 idt_A: 3.150 D_B: 0.279 G_B: 0.362 cycle_B: 6.182 idt_B: 2.039 
(epoch: 2, iters: 60, time: 0.673, data: 0.002) D_A: 0.212 G_A: 0.242 cycle_A: 6.692 idt_A: 1.517 D_B: 0.202 G_B: 0.306 cycle_B: 3.662 idt_B: 3.368 
(epoch: 2, iters: 160, time: 1.158, data: 0.002) D_A: 0.146 G_A: 0.524 cycle_A: 2.116 idt_A: 1.617 D_B: 0.222 G_B: 0.314 cycle_B: 3.289 idt_B: 1.172 
(epoch: 3, iters: 20, time: 0.675, data: 0.003) D_A: 0.251 G_A: 0.368 cycle_A: 2.316 idt_A: 0.967 D_B: 0.155 G_B: 0.311 cycle_B: 2.299 idt_B: 1.030 
================ Training Loss (Mon Mar  8 04:48:42 2021) ================
(epoch: 1, iters: 100, time: 0.666, data: 0.918) D_A: 0.300 G_A: 0.430 cycle_A: 2.771 idt_A: 1.311 D_B: 0.477 G_B: 0.182 cycle_B: 2.641 idt_B: 1.261 
(epoch: 1, iters: 200, time: 0.668, data: 0.002) D_A: 0.214 G_A: 0.340 cycle_A: 2.681 idt_A: 0.888 D_B: 0.342 G_B: 0.452 cycle_B: 1.801 idt_B: 1.276 
(epoch: 2, iters: 60, time: 0.673, data: 0.002) D_A: 0.301 G_A: 0.297 cycle_A: 2.910 idt_A: 1.352 D_B: 0.391 G_B: 0.176 cycle_B: 2.688 idt_B: 1.316 
(epoch: 2, iters: 160, time: 1.108, data: 0.002) D_A: 0.271 G_A: 0.345 cycle_A: 2.662 idt_A: 1.285 D_B: 0.380 G_B: 0.247 cycle_B: 2.399 idt_B: 1.318 
(epoch: 3, iters: 20, time: 0.674, data: 0.002) D_A: 0.315 G_A: 0.278 cycle_A: 2.629 idt_A: 1.089 D_B: 0.176 G_B: 0.542 cycle_B: 1.947 idt_B: 1.194 
(epoch: 3, iters: 120, time: 0.671, data: 0.002) D_A: 0.256 G_A: 0.405 cycle_A: 1.819 idt_A: 0.886 D_B: 0.200 G_B: 0.305 cycle_B: 2.158 idt_B: 0.919 
(epoch: 3, iters: 220, time: 0.671, data: 0.003) D_A: 0.293 G_A: 0.130 cycle_A: 3.308 idt_A: 1.016 D_B: 0.257 G_B: 0.271 cycle_B: 2.400 idt_B: 1.623 
(epoch: 4, iters: 80, time: 0.997, data: 0.002) D_A: 0.270 G_A: 0.345 cycle_A: 3.236 idt_A: 0.807 D_B: 0.276 G_B: 0.223 cycle_B: 1.721 idt_B: 1.748 
(epoch: 4, iters: 180, time: 0.672, data: 0.002) D_A: 0.326 G_A: 0.287 cycle_A: 2.064 idt_A: 1.089 D_B: 0.265 G_B: 0.271 cycle_B: 2.426 idt_B: 1.113 
(epoch: 5, iters: 40, time: 0.669, data: 0.002) D_A: 0.270 G_A: 0.283 cycle_A: 3.484 idt_A: 1.173 D_B: 0.397 G_B: 0.743 cycle_B: 2.697 idt_B: 1.558 
(epoch: 5, iters: 140, time: 0.672, data: 0.002) D_A: 0.448 G_A: 0.350 cycle_A: 2.674 idt_A: 0.963 D_B: 0.259 G_B: 0.237 cycle_B: 3.689 idt_B: 1.087 
(epoch: 5, iters: 240, time: 0.992, data: 0.002) D_A: 0.254 G_A: 0.923 cycle_A: 1.951 idt_A: 0.817 D_B: 0.306 G_B: 0.112 cycle_B: 2.770 idt_B: 0.925 
(epoch: 6, iters: 100, time: 0.670, data: 0.246) D_A: 0.237 G_A: 0.419 cycle_A: 2.433 idt_A: 1.277 D_B: 0.222 G_B: 0.310 cycle_B: 2.710 idt_B: 1.323 
(epoch: 6, iters: 200, time: 0.669, data: 0.002) D_A: 0.078 G_A: 0.265 cycle_A: 2.828 idt_A: 1.403 D_B: 0.195 G_B: 0.518 cycle_B: 4.921 idt_B: 1.418 
